RefWBAN,RefDist,RefCity,RefState
13769,50817.83758234868,Newport News,Virginia
13762,53550.580409193644,Newport News,Virginia
3734,54700.211904120435,Newport News,Virginia
12897,59335.52139150448,Cape Coral,Florida
482,64631.01530325829,Cape Coral,Florida
12871,100752.78613445495,Cape Coral,Florida
360,132949.43039257414,Cape Coral,Florida
92806,139237.9557269361,Cape Coral,Florida
64708,114428.94081139278,Providence,Rhode Island
64761,115956.7443420906,Providence,Rhode Island
14710,118918.82686483582,Providence,Rhode Island
94721,124761.44888957156,Providence,Rhode Island
14758,128384.17355458911,Providence,Rhode Island
12839,43500.97767741765,Fort Lauderdale,Florida
12844,60175.472286958764,Fort Lauderdale,Florida
12888,62447.962947526445,Fort Lauderdale,Florida
12826,77379.92407913887,Fort Lauderdale,Florida
92815,115594.85372257621,Fort Lauderdale,Florida
53885,53851.84276262861,Chattanooga,Tennessee
344,75860.81621064941,Chattanooga,Tennessee
63847,82373.01772846184,Chattanooga,Tennessee
284,83631.98891005815,Chattanooga,Tennessee
93801,83849.46247608018,Chattanooga,Tennessee
23119,38269.25627859873,Rancho Cucamonga,California
3165,44048.9364264904,Rancho Cucamonga,California
3166,47706.54213476645,Rancho Cucamonga,California
93136,48040.69109944806,Rancho Cucamonga,California
23131,53676.64012185088,Rancho Cucamonga,California
53120,43234.87049897933,Oceanside,California
93107,43372.12060692235,Oceanside,California
3131,48724.43751879922,Oceanside,California
53143,55045.746610206814,Oceanside,California
23188,56399.234804345244,Oceanside,California
312,1451846.9195322506,Santa Rosa,California
243,1464364.975938549,Santa Rosa,California
12836,1465521.4769395667,Santa Rosa,California
12850,1472517.4890809036,Santa Rosa,California
456,1492074.6126325377,Santa Rosa,California
3174,34183.93988127164,Garden Grove,California
3165,35458.95722867224,Garden Grove,California
53175,36921.97170174366,Garden Grove,California
3167,37790.028540093925,Garden Grove,California
3179,38468.61807591705,Garden Grove,California
4224,63106.94426568501,Vancouver,Washington
24217,67151.47219946081,Vancouver,Washington
94276,82198.2390398177,Vancouver,Washington
94282,101961.13588311753,Vancouver,Washington
24255,106560.99988124757,Vancouver,Washington
54926,43637.55146210668,Sioux Falls,South Dakota
211,59531.767248168246,Sioux Falls,South Dakota
4965,60874.87934065235,Sioux Falls,South Dakota
4975,82634.095069186,Sioux Falls,South Dakota
4959,82797.07920415245,Sioux Falls,South Dakota
14745,1149585.0712145278,Ontario,California
53866,1150167.327401725,Ontario,California
13736,1151056.408505315,Ontario,California
14757,1151191.6597435449,Ontario,California
54756,1152041.5344473105,Ontario,California
93225,37005.86566944744,Elk Grove,California
174,37921.53527543517,Elk Grove,California
93241,50449.02840611672,Elk Grove,California
23202,50600.169683884655,Elk Grove,California
205,55905.752058916965,Elk Grove,California
93999,70799.06101649081,Jackson,Mississippi
3996,79611.2881183623,Jackson,Mississippi
317,80021.06969009693,Jackson,Mississippi
307,115981.5371725806,Jackson,Mississippi
53808,122633.08463217661,Jackson,Mississippi
12888,43436.07228631347,Pembroke Pines,Florida
12803,44889.48005378132,Pembroke Pines,Florida
12826,60603.34659903997,Pembroke Pines,Florida
12844,76741.88686294587,Pembroke Pines,Florida
92815,129063.68551170605,Pembroke Pines,Florida
94281,40755.21406998292,Salem,Oregon
24202,52391.90799695313,Salem,Oregon
94261,67964.36318776988,Salem,Oregon
24229,80752.39776390773,Salem,Oregon
94298,81951.37398301659,Salem,Oregon
53944,48469.288471985856,Springfield,Missouri
4862,52415.58387229454,Springfield,Missouri
63878,66896.85289058027,Springfield,Missouri
3887,69968.84656474195,Springfield,Missouri
53950,95614.33598479912,Springfield,Missouri
3166,36753.04576633809,Corona,California
53141,44335.635665289694,Corona,California
3165,48878.14648498655,Corona,California
23129,53158.98730088139,Corona,California
93136,60958.87660526979,Corona,California
24202,50626.06708790214,Eugene,Oregon
24231,93254.96451007496,Eugene,Oregon
24285,93889.09716238841,Eugene,Oregon
24232,94732.59145784615,Eugene,Oregon
24284,114884.18692425797,Eugene,Oregon
24051,39860.136017177734,Fort Collins,Colorado
164,44127.93402842628,Fort Collins,Colorado
160,59516.195533563136,Fort Collins,Colorado
161,60031.603986831986,Fort Collins,Colorado
24018,69945.9877677871,Fort Collins,Colorado
54831,64918.995593201915,Peoria,Arizona
4862,70072.06791463928,Peoria,Arizona
94959,70990.47409050835,Peoria,Arizona
4899,77971.18395443282,Peoria,Arizona
4889,86437.88447935632,Peoria,Arizona
448,44041.88991924214,Frisco,Texas
53909,49838.43213393828,Frisco,Texas
3971,52408.75938487315,Frisco,Texas
53970,52778.9900164935,Frisco,Texas
53984,54307.96239070928,Frisco,Texas
3712,44584.99290298071,Cary,North Carolina
3713,47905.126370840124,Cary,North Carolina
3731,53588.38674113979,Cary,North Carolina
3722,58777.2659044521,Cary,North Carolina
340,60643.298848259394,Cary,North Carolina
136,37484.081548315335,Lancaster,California
14711,43140.41556951105,Lancaster,California
14712,46441.38451644431,Lancaster,California
54723,49344.34671051863,Lancaster,California
93778,50786.17625191601,Lancaster,California
23254,41519.30022328821,Hayward,California
93227,68488.21241895582,Hayward,California
135,72609.7518336459,Hayward,California
395,72978.17917781149,Hayward,California
23202,73008.69001407291,Hayward,California
12849,305099.72725468775,Palmdale,California
92805,308514.7222392057,Palmdale,California
92809,310491.794862407,Palmdale,California
12882,311062.8228457124,Palmdale,California
12826,311077.1588551821,Palmdale,California
395,44184.92908202,Salinas,California
93232,73636.32511547775,Salinas,California
23293,79054.75534219109,Salinas,California
23244,88048.9760032645,Salinas,California
23289,96386.3610390003,Salinas,California
4836,8090134.835504473,Alexandria,Virginia
14607,8091882.99419276,Alexandria,Virginia
14604,8103065.55135504,Alexandria,Virginia
14609,8114839.783871155,Alexandria,Virginia
14610,8200984.754877927,Alexandria,Virginia
3065,30190.207082915655,Lakewood,Colorado
23036,32148.68509601938,Lakewood,Colorado
161,43267.047996959154,Lakewood,Colorado
3017,45177.491616441745,Lakewood,Colorado
160,45800.11747857566,Lakewood,Colorado
53944,48469.288471985856,Springfield,Massachusetts
4862,52415.58387229454,Springfield,Massachusetts
63878,66896.85289058027,Springfield,Massachusetts
3887,69968.84656474195,Springfield,Massachusetts
53950,95614.33598479912,Springfield,Massachusetts
93197,34878.169175706396,Pasadena,Texas
23174,36623.27489394845,Pasadena,Texas
3166,37658.438385850466,Pasadena,Texas
23129,40872.71773243266,Pasadena,Texas
53141,44571.570184916185,Pasadena,Texas
23285,37886.333595948556,Sunnyvale,California
23234,39784.32674408174,Sunnyvale,California
23230,41036.70523573253,Sunnyvale,California
228,44114.80347995543,Sunnyvale,California
395,51564.73459093147,Sunnyvale,California
63809,55773.70204631392,Macon,Georgia
63886,57048.468587805524,Macon,Georgia
63881,71407.86430549737,Macon,Georgia
339,71865.92840743737,Macon,Georgia
337,84517.95598080802,Macon,Georgia
3171,33403.00971562221,Pomona,California
53141,39723.78657237786,Pomona,California
93184,43370.33544754972,Pomona,California
23129,44297.52820833023,Pomona,California
93134,47517.57936445083,Pomona,California
93136,28335.58000505526,Hollywood,Florida
3174,33440.076019140506,Hollywood,Florida
23129,35767.79285779301,Hollywood,Florida
3166,41592.32785756676,Hollywood,Florida
53141,43346.37927889656,Hollywood,Florida
363,75412.27000800472,Kansas City,Kansas
13993,81407.5225912876,Kansas City,Kansas
13996,90754.47533785384,Kansas City,Kansas
13920,95499.27312925887,Kansas City,Kansas
13930,97979.12340407698,Kansas City,Kansas
369,39705.50011504031,Escondido,California
23188,45647.26868300397,Escondido,California
93112,49901.44278051192,Escondido,California
3178,63285.80744146076,Escondido,California
93115,63337.201368306436,Escondido,California
13807,50392.66634848224,Clarksville,Tennessee
53841,77499.7404726485,Clarksville,Tennessee
53896,103615.73380628809,Clarksville,Tennessee
13803,105064.17591943135,Clarksville,Tennessee
93820,106873.29903466237,Clarksville,Tennessee
94892,45038.853145950496,Joliet,Illinois
14819,46562.344658575006,Joliet,Illinois
4880,51877.48164394056,Joliet,Illinois
4879,54092.28899914583,Joliet,Illinois
94846,57182.696774123346,Joliet,Illinois
94854,42007.223228180876,Rockford,Illinois
4876,42041.50338976982,Rockford,Illinois
4871,45579.41751364299,Rockford,Illinois
4873,59712.02093088248,Rockford,Illinois
4808,71457.04565046844,Rockford,Illinois
3166,39023.10698016666,Torrance,California
23152,41054.55098646674,Torrance,California
23130,42724.589806420656,Torrance,California
3165,43463.1958226834,Torrance,California
53130,47378.81615023633,Torrance,California
4867,41623.521269298515,Naperville,Illinois
4838,46854.011693114684,Naperville,Illinois
94866,48526.42072755631,Naperville,Illinois
4871,49653.03865877504,Naperville,Illinois
4879,57501.588885805024,Naperville,Illinois
178,33904.938053021004,Paterson,New Jersey
94745,42164.88503369879,Paterson,New Jersey
94789,44563.26231678146,Paterson,New Jersey
54779,48981.024104574695,Paterson,New Jersey
54793,49662.70255574116,Paterson,New Jersey
63837,51279.72545185459,Savannah,Georgia
366,65611.42757103796,Savannah,Georgia
93831,67179.74780306678,Savannah,Georgia
203,67181.89497355337,Savannah,Georgia
63818,70634.75171927252,Savannah,Georgia
54734,31540.2392565636,Bridgeport,Connecticut
64707,33467.16062282196,Bridgeport,Connecticut
94728,44128.91008906835,Bridgeport,Connecticut
4781,44415.8969006368,Bridgeport,Connecticut
94745,44658.691135698886,Bridgeport,Connecticut
53984,46483.110523824376,Mesquite,Texas
3927,46501.22498477852,Mesquite,Texas
53914,47034.90902241333,Mesquite,Texas
53966,47992.626103562194,Mesquite,Texas
53907,51571.703385334775,Mesquite,Texas
362,37996.12565478066,Killeen,Texas
229,43937.759545296554,Killeen,Texas
53942,45016.34171232831,Killeen,Texas
53952,60572.0104296525,Killeen,Texas
3999,60912.29528053585,Killeen,Texas
54773,40314.52997323101,Syracuse,New York
64775,63088.604269186995,Syracuse,New York
94761,66721.44398777257,Syracuse,New York
54778,86634.92771326775,Syracuse,New York
4725,93040.31057003199,Syracuse,New York
93197,34878.169175706396,Pasadena,California
23174,36623.27489394845,Pasadena,California
3166,37658.438385850466,Pasadena,California
23129,40872.71773243266,Pasadena,California
53141,44571.570184916185,Pasadena,California
24222,35762.150930331576,Bellevue,Washington
469,39682.004924869834,Bellevue,Washington
94263,47423.65525121211,Bellevue,Washington
94274,48434.29376647,Bellevue,Washington
24207,55885.916913690264,Bellevue,Washington
3102,35242.59179160139,Fullerton,California
93134,36779.89790791389,Fullerton,California
3167,37908.32019684841,Fullerton,California
3174,39232.61037345831,Fullerton,California
93136,40031.58358226987,Fullerton,California
3177,73175.76027930279,Orange,California
93197,75654.79060668875,Orange,California
23152,82582.37188389136,Orange,California
53130,90917.18065463837,Orange,California
23130,91701.7316383303,Orange,California
251,51980.295223452216,Dayton,Ohio
13841,54437.597201718236,Dayton,Ohio
53855,57659.1540011638,Dayton,Ohio
324,70052.169081312,Dayton,Ohio
93812,81033.67040107145,Dayton,Ohio
92805,37305.90590320448,Miramar,Florida
12888,38153.48745235496,Miramar,Florida
12803,49648.21412241034,Miramar,Florida
12826,55068.35314031715,Miramar,Florida
12844,81984.51566798495,Miramar,Florida
450,37181.78468354398,Thornton,Colorado
93067,38907.972990409515,Thornton,Colorado
94035,60351.13565408504,Thornton,Colorado
24051,64585.3121186044,Thornton,Colorado
419,71124.4193918743,Thornton,Colorado
24101,49063.10580372565,West Valley City,Utah
24174,56773.82026084053,West Valley City,Utah
24126,57549.806506284214,West Valley City,Utah
24103,95464.67110208451,West Valley City,Utah
24180,97283.34277141107,West Valley City,Utah
53879,39597.00324382335,Olathe,Kansas
3947,44903.7084226,Olathe,Kansas
354,65514.73686982672,Olathe,Kansas
13996,72239.15991560568,Olathe,Kansas
13920,73235.75029210182,Olathe,Kansas
3719,48208.644572249774,Hampton,Virginia
93773,63808.66056977409,Hampton,Virginia
13763,66165.11212436821,Hampton,Virginia
3734,68187.49823138701,Hampton,Virginia
3737,75255.72864384371,Hampton,Virginia
4930,63550.76890897633,Warren,Michigan
14923,68839.57114118045,Warren,Michigan
4950,72953.09845708679,Warren,Michigan
4947,76285.74303558635,Warren,Michigan
14842,80965.15445460443,Warren,Michigan
4829,36937.22844625137,Midland,Texas
4885,40292.504889206786,Midland,Texas
54816,49716.63192602012,Midland,Texas
54828,66364.37147559115,Midland,Texas
54824,70772.73606639943,Midland,Texas
93984,49634.998720483694,Waco,Texas
53972,59644.719177454106,Waco,Texas
362,59934.59286860631,Waco,Texas
461,64516.565680261745,Waco,Texas
3933,68706.8997254677,Waco,Texas
201,63011.99852257123,Charleston,South Carolina
203,77523.5996470205,Charleston,South Carolina
93831,79477.55535843065,Charleston,South Carolina
391,82160.94233599475,Charleston,South Carolina
371,88074.95320703728,Charleston,South Carolina
11653,1575407.157728174,Columbia,South Carolina
11603,1599661.1576193438,Columbia,South Carolina
494,1653688.3409001513,Columbia,South Carolina
11630,1662760.0879984153,Columbia,South Carolina
11624,1667815.7123538004,Columbia,South Carolina
3971,63024.33347924329,Denton,Texas
53976,66479.23997007581,Denton,Texas
53967,69704.88431416752,Denton,Texas
448,70561.3987837057,Denton,Texas
3985,73792.64661461036,Denton,Texas
53984,34976.08957650074,Carrollton,Texas
53914,36245.733546085095,Carrollton,Texas
3991,37278.56966489332,Carrollton,Texas
53909,39345.97612334894,Carrollton,Texas
53907,40367.26387155364,Carrollton,Texas
23183,50400.16783795322,Surprise,Arizona
3192,50959.21924039138,Surprise,Arizona
3185,71473.75779580194,Surprise,Arizona
53128,75590.75907299561,Surprise,Arizona
23104,84995.58027220002,Surprise,Arizona
93216,43002.78469843869,Roseville,California
93205,44502.086527012834,Roseville,California
227,47306.72103289991,Roseville,California
174,49789.25282005218,Roseville,California
397,57057.76156935495,Roseville,California
94817,33080.00696623953,Sterling Heights,Michigan
94847,47010.21393479043,Sterling Heights,Michigan
54819,54753.33519804512,Sterling Heights,Michigan
4888,55212.86598246664,Sterling Heights,Michigan
14853,56456.04482670625,Sterling Heights,Michigan
348,56656.83975437392,Murfreesboro,Tennessee
463,74446.87874300138,Murfreesboro,Tennessee
344,83613.10101373283,Murfreesboro,Tennessee
372,85408.05348828757,Murfreesboro,Tennessee
63804,111824.70013918992,Murfreesboro,Tennessee
12861,58455.90083475371,Gainesville,Florida
63823,73229.64770071021,Gainesville,Florida
12833,76086.81077930119,Gainesville,Florida
63890,84972.12524061596,Gainesville,Florida
93837,87258.20829852743,Gainesville,Florida
4981,41078.056196264886,Cedar Rapids,Iowa
4953,50381.46952354325,Cedar Rapids,Iowa
4989,59028.83459952678,Cedar Rapids,Iowa
4903,76730.28345182055,Cedar Rapids,Iowa
4950,79240.83588303454,Cedar Rapids,Iowa
23149,40460.312825663306,Visalia,California
23110,55487.91802825545,Visalia,California
93193,61771.623493189,Visalia,California
23155,101539.50061967091,Visalia,California
93242,101991.1938222726,Visalia,California
12882,40550.92296135391,Coral Springs,Florida
12844,48523.90282568331,Coral Springs,Florida
12839,53944.21435780382,Coral Springs,Florida
12888,71653.45511071791,Coral Springs,Florida
12826,88489.97566923221,Coral Springs,Florida
169,36678.234839889206,New Haven,Connecticut
54734,46995.59586501105,New Haven,Connecticut
54790,53275.9174854569,New Haven,Connecticut
14752,53944.95913738527,New Haven,Connecticut
14719,56398.44433700299,New Haven,Connecticut
54787,39633.881949541035,Stamford,Connecticut
14732,42258.75006366598,Stamford,Connecticut
94741,48505.228118417144,Stamford,Connecticut
4781,49831.34308162905,Stamford,Connecticut
94789,50673.67236151549,Stamford,Connecticut
93110,27258.593324824255,Thousand Oaks,California
23130,39272.738753400416,Thousand Oaks,California
93197,45777.29006000642,Thousand Oaks,California
53130,46885.75726721954,Thousand Oaks,California
23152,51250.92150830502,Thousand Oaks,California
54736,39216.592482887376,Concord,California
54754,50031.0874246506,Concord,California
54791,52201.21382884372,Concord,California
54770,59480.928672035625,Concord,California
4743,62651.491854353466,Concord,California
94789,35481.10322178118,Elizabeth,New Jersey
54785,40175.57863462688,Elizabeth,New Jersey
54760,53448.464139598735,Elizabeth,New Jersey
54779,59756.009719361326,Elizabeth,New Jersey
94745,61018.506420582,Elizabeth,New Jersey
466,39132.99252019952,Lafayette,Louisiana
457,78022.04334113027,Lafayette,Louisiana
53991,86491.19973596047,Lafayette,Louisiana
12968,87546.38671876735,Lafayette,Louisiana
12936,87615.15209263026,Lafayette,Louisiana
4836,4850205.485144524,Kent,Washington
14607,4856013.543546348,Kent,Washington
14604,4868589.374106524,Kent,Washington
14609,4885952.835004395,Kent,Washington
94605,4968566.181160811,Kent,Washington
3997,42816.741254034634,Topeka,Kansas
93909,73585.69908628453,Topeka,Kansas
3936,84957.16180399178,Topeka,Kansas
3967,85770.11363142684,Topeka,Kansas
13989,87066.23988656524,Topeka,Kansas
93197,37926.75999218676,Simi Valley,California
93111,39006.54886368344,Simi Valley,California
93110,44180.18949981749,Simi Valley,California
23174,47962.2194153247,Simi Valley,California
93134,48766.87177682567,Simi Valley,California
93228,34348.87084207914,Santa Clara,California
23285,38396.51994792135,Santa Clara,California
23234,45470.23543113923,Santa Clara,California
23230,45859.11263504071,Santa Clara,California
395,45976.885067767565,Santa Clara,California
63834,53886.912761391366,Athens,Georgia
63803,53987.65157658743,Athens,Georgia
53838,54380.04460318349,Athens,Georgia
53898,55507.06124150743,Athens,Georgia
382,70974.07512028932,Athens,Georgia
54788,30994.16918197405,Hartford,Connecticut
54767,41285.49502119711,Hartford,Connecticut
14775,43787.17727538992,Hartford,Connecticut
169,44913.17822425473,Hartford,Connecticut
64707,49208.489133355615,Hartford,Connecticut
115,55842.616799189986,Victorville,California
3102,58254.844066712096,Victorville,California
23114,61620.14219985565,Victorville,California
3180,62562.10195553961,Victorville,California
23161,63304.951713225804,Victorville,California
23033,67293.05087653658,Abilene,Texas
276,78463.61235510919,Abilene,Texas
93943,106864.90977132476,Abilene,Texas
3050,115373.21545736169,Abilene,Texas
53997,124980.26871385393,Abilene,Texas
215,48957.290700690755,Norman,Oklahoma
53935,57110.38409609452,Norman,Oklahoma
53951,61020.635178252924,Norman,Oklahoma
23902,62506.905162024435,Norman,Oklahoma
53999,63639.77487447657,Norman,Oklahoma
93241,40208.93379202375,Vallejo,California
23230,43195.34395912859,Vallejo,California
93228,53164.3517046395,Vallejo,California
23234,55954.619415494104,Vallejo,California
23285,62260.106542657835,Vallejo,California
93227,37871.24323779862,Berkeley,California
135,37926.73273547303,Berkeley,California
93231,39791.48974684816,Berkeley,California
228,43512.264364797724,Berkeley,California
23285,47295.829222479086,Berkeley,California
13904,36886.52022396778,Round Rock,Texas
3999,58834.66897181821,Round Rock,Texas
3972,62095.293852573246,Round Rock,Texas
3902,62121.18200407636,Round Rock,Texas
225,66604.65935370557,Round Rock,Texas
94847,33349.16697902831,Ann Arbor,Michigan
4887,44457.244441341616,Ann Arbor,Michigan
54823,44746.3547303888,Ann Arbor,Michigan
94817,50890.63014766123,Ann Arbor,Michigan
54819,51371.68008237162,Ann Arbor,Michigan
11653,1575407.157728174,Columbia,Missouri
11603,1599661.1576193438,Columbia,Missouri
494,1653688.3409001513,Columbia,Missouri
11630,1662760.0879984153,Columbia,Missouri
11624,1667815.7123538004,Columbia,Missouri
54782,40015.46043416501,Allentown,Pennsylvania
54786,42320.4233395865,Allentown,Pennsylvania
14712,47741.42497169457,Allentown,Pennsylvania
14793,52107.56414172561,Allentown,Pennsylvania
64752,56665.74202033086,Allentown,Pennsylvania
53803,43205.67151430714,Evansville,Indiana
63840,51825.44812850398,Evansville,Indiana
53896,58902.80189864145,Evansville,Indiana
63853,69840.65893855969,Evansville,Indiana
13809,85635.97347908348,Evansville,Indiana
4836,5024636.798264463,Beaumont,Texas
14607,5029762.023058935,Beaumont,Texas
14604,5042114.897140774,Beaumont,Texas
14609,5058596.312932748,Beaumont,Texas
94605,5142812.763941695,Beaumont,Texas
27502,6913734.311408953,Odessa,Texas
27503,6970693.484032562,Odessa,Texas
4836,6974846.2090243315,Odessa,Texas
14607,6987742.5311781345,Odessa,Texas
14604,7002428.068555589,Odessa,Texas
136,40263.27830258893,Wilmington,North Carolina
64752,48016.451873529,Wilmington,North Carolina
13735,56399.76393146473,Wilmington,North Carolina
54782,56536.566728958176,Wilmington,North Carolina
94732,59078.71990524819,Wilmington,North Carolina
161,26189.024300687906,Arvada,Colorado
164,38777.10705404175,Arvada,Colorado
23036,41968.4631337075,Arvada,Colorado
93067,42507.53635480353,Arvada,Colorado
419,46800.811628357405,Arvada,Colorado
3959,54711.72836813895,Independence,Missouri
13981,56674.34424750984,Independence,Missouri
142,93270.53287908298,Independence,Missouri
53940,103896.98106307148,Independence,Missouri
13987,110166.19812545349,Independence,Missouri
4116,50161.44023564617,Provo,Utah
24127,64489.12808774791,Provo,Utah
24101,99807.12615521053,Provo,Utah
93141,106020.6403009159,Provo,Utah
24126,109097.71380941369,Provo,Utah
54824,46704.666161752975,Lansing,Michigan
4887,47940.53122087718,Lansing,Michigan
240,48261.55319653088,Lansing,Michigan
14833,50079.77136972717,Lansing,Michigan
54821,60475.25542166489,Lansing,Michigan
23129,30177.71727596069,El Monte,California
53141,31348.981412639434,El Monte,California
3167,32042.994835611174,El Monte,California
23152,32817.00192738587,El Monte,California
23174,36293.182903712484,El Monte,California
53944,48469.288471985856,Springfield,Illinois
4862,52415.58387229454,Springfield,Illinois
63878,66896.85289058027,Springfield,Illinois
3887,69968.84656474195,Springfield,Illinois
53950,95614.33598479912,Springfield,Illinois
135,46152.74569083037,Fairfield,California
320,49575.99743657943,Fairfield,California
23232,56223.09479893018,Fairfield,California
23230,58302.355047095225,Fairfield,California
23285,63175.734447489,Fairfield,California
92816,41281.79610196874,Clearwater,Florida
92824,58713.79948013717,Clearwater,Florida
12818,61485.657701326614,Clearwater,Florida
486,64955.493619758694,Clearwater,Florida
12871,68809.30016488956,Clearwater,Florida
54831,64918.995593201915,Peoria,Illinois
4862,70072.06791463928,Peoria,Illinois
94959,70990.47409050835,Peoria,Illinois
4899,77971.18395443282,Peoria,Illinois
4889,86437.88447935632,Peoria,Illinois
94704,65767.85646229681,Rochester,Minnesota
54778,73179.4904160636,Rochester,Minnesota
14733,94085.77037278148,Rochester,Minnesota
54773,101986.29422145188,Rochester,Minnesota
4724,107754.7841283187,Rochester,Minnesota
53120,36139.05197602117,Carlsbad,California
3131,36802.31724098249,Carlsbad,California
53143,44152.45167250541,Carlsbad,California
23188,44368.66953171821,Carlsbad,California
93112,47607.701192181354,Carlsbad,California
4836,4778334.477051042,Westminster,Colorado
14607,4784236.44239095,Westminster,Colorado
14604,4796844.169368852,Westminster,Colorado
14609,4814340.484697153,Westminster,Colorado
94605,4896718.371009534,Westminster,Colorado
24174,48827.13411214583,West Jordan,Utah
24101,57452.03951113084,West Jordan,Utah
24126,66014.70389598471,West Jordan,Utah
24103,91742.10741520658,West Jordan,Utah
24180,105774.3568222457,West Jordan,Utah
12960,48476.699170167434,Pearland,Texas
12976,50428.60830667931,Pearland,Texas
12923,55030.95370942035,Pearland,Texas
53910,61688.616366324546,Pearland,Texas
208,61938.18717728625,Pearland,Texas
3971,35603.81524664748,Richardson,Texas
53975,42984.12449412085,Richardson,Texas
53984,44499.13459303617,Richardson,Texas
53911,48719.123851274795,Richardson,Texas
53907,50375.926433660214,Richardson,Texas
93197,30825.25325443703,Downey,California
93136,33118.965119214474,Downey,California
23152,35886.01918352391,Downey,California
3180,36781.406202989696,Downey,California
93184,37805.132444066956,Downey,California
92805,36922.47578325801,Miami Gardens,Florida
12888,37755.91042354289,Miami Gardens,Florida
12803,50448.11742891789,Miami Gardens,Florida
12826,52789.46445613558,Miami Gardens,Florida
12844,83948.67834417387,Miami Gardens,Florida
53121,36537.22040806721,Temecula,California
369,38039.98272840358,Temecula,California
3177,42872.50001169319,Temecula,California
23119,45913.210370223416,Temecula,California
53120,54731.558768218456,Temecula,California
53175,38725.47501981552,Costa Mesa,California
3174,42398.949488219354,Costa Mesa,California
3179,42997.040495826324,Costa Mesa,California
3165,48076.985716278126,Costa Mesa,California
3167,48669.57560150167,Costa Mesa,California
23901,40283.095946401125,College Station,Texas
53928,41757.08456879905,College Station,Texas
53973,44716.1792860765,College Station,Texas
53903,69810.19483593256,College Station,Texas
351,72621.32896360729,College Station,Texas
4831,52532.19386346974,Elgin,Illinois
14819,56118.242002817366,Elgin,Illinois
14880,57506.47533449077,Elgin,Illinois
14834,60910.01468700461,Elgin,Illinois
4890,63057.78044159023,Elgin,Illinois
369,41253.854874830016,Murrieta,California
53121,42746.37637888467,Murrieta,California
3171,47836.6028901586,Murrieta,California
3177,50818.284815455496,Murrieta,California
53175,52759.81540593499,Murrieta,California
94281,39087.257507281756,Gresham,Oregon
94261,40142.55419977416,Gresham,Oregon
4201,44275.43149619118,Gresham,Oregon
94204,47125.63812325963,Gresham,Oregon
94273,65039.60376985991,Gresham,Oregon
53888,37645.18085309015,High Point,North Carolina
3709,39360.90006718164,High Point,North Carolina
93783,45973.82803786614,High Point,North Carolina
3763,50143.135921925,High Point,North Carolina
340,54700.06574040619,High Point,North Carolina
23202,34338.360629429655,Antioch,California
93228,45390.34703203683,Antioch,California
23230,46111.289718733526,Antioch,California
93241,46583.41918045304,Antioch,California
93227,50016.531408429466,Antioch,California
4836,4768481.924541047,Cambridge,Massachusetts
14607,4775307.571341996,Cambridge,Massachusetts
14604,4788207.128793677,Cambridge,Massachusetts
14609,4806840.218260061,Cambridge,Massachusetts
94605,4887082.47377547,Cambridge,Massachusetts
54733,34000.563061526314,Lowell,Massachusetts
14710,34222.23744236737,Lowell,Massachusetts
4780,36408.739635757185,Lowell,Massachusetts
14739,39960.31803565232,Lowell,Massachusetts
14753,50651.384217357096,Lowell,Massachusetts
4836,4570724.877689402,Manchester,New Hampshire
14607,4578443.455098158,Manchester,New Hampshire
14604,4591627.1864468595,Manchester,New Hampshire
14609,4611402.322164601,Manchester,New Hampshire
94605,4689497.103957217,Manchester,New Hampshire
24045,141032.41949682223,Billings,Montana
24048,145790.44734730563,Billings,Montana
24150,146136.30459142028,Billings,Montana
24036,156911.30400679263,Billings,Montana
24029,168144.6157618083,Billings,Montana
12919,731536.0856557989,Pueblo,Colorado
418,751311.7282794853,Pueblo,Colorado
12980,759677.0035048926,Pueblo,Colorado
12957,760314.3507146245,Pueblo,Colorado
12959,760836.1742149206,Pueblo,Colorado
12895,56334.10617618297,Palm Bay,Florida
12868,59705.65737028138,Palm Bay,Florida
12898,65461.33359270842,Palm Bay,Florida
12886,74956.00764331853,Palm Bay,Florida
360,78011.95147919019,Palm Bay,Florida
23036,25285.574160083317,Centennial,Colorado
3065,39049.37908552378,Centennial,Colorado
3017,40868.16317289458,Centennial,Colorado
450,44213.06091552501,Centennial,Colorado
3040,49059.12392654782,Centennial,Colorado
3734,59085.225238667495,Richmond,California
155,59637.26538933369,Richmond,California
3715,70510.44157606119,Richmond,California
3730,71727.63414565589,Richmond,California
93773,72405.31938822087,Richmond,California
23243,136722.41818944458,Ventura,California
479,140572.0441504754,Ventura,California
3179,143660.8225850778,Ventura,California
3102,146625.20285167897,Ventura,California
53175,147402.77654524654,Ventura,California
12882,40950.111878658056,Pompano Beach,Florida
12844,48344.13368861558,Pompano Beach,Florida
12839,54724.7549535756,Pompano Beach,Florida
12888,73442.90916478216,Pompano Beach,Florida
12826,88903.24477802518,Pompano Beach,Florida
201,50896.39322525004,North Charleston,South Carolina
371,75773.63777162405,North Charleston,South Carolina
93831,75814.99110210488,North Charleston,South Carolina
203,76114.46231457406,North Charleston,South Carolina
391,84858.56282656247,North Charleston,South Carolina
24234,51340.55733133111,Everett,Washington
94297,52477.35807878032,Everett,Washington
94248,53265.38340914274,Everett,Washington
24233,59935.00622873413,Everett,Washington
94282,63221.8377467338,Everett,Washington
14758,35412.406545268925,Waterbury,Connecticut
14752,36505.582696059224,Waterbury,Connecticut
54734,43851.23359711313,Waterbury,Connecticut
