CityWBAN,CityDist,City,State
23244,2340.7335523722163,Sunnyvale,California
13860,21014.765116678394,Macon,Georgia
3813,13609.589052572708,Macon,Georgia
3180,4293.730065452507,Pomona,California
13988,3743.974274515646,Kansas City,Kansas
3947,26266.361497302114,Kansas City,Kansas
53879,22965.888623644914,Kansas City,Kansas
3967,30457.087259254597,Kansas City,Kansas
4831,12780.123490888453,Joliet,Illinois
14834,1095.3301413557092,Joliet,Illinois
94822,5571.997151692617,Rockford,Illinois
3174,6506.254871065517,Torrance,California
3822,9818.641080687048,Savannah,Georgia
13824,6557.133262154319,Savannah,Georgia
94702,5801.679570117337,Bridgeport,Connecticut
53970,3166.572947289295,Mesquite,Texas
3933,6216.727933337429,Killeen,Texas
3972,4972.3380276360895,Killeen,Texas
3902,9107.876128327001,Killeen,Texas
93136,8066.691915448424,Pasadena,California
3166,5103.177774777102,Fullerton,California
3179,39152.86384324277,Orange,California
53141,30952.27587258155,Orange,California
53175,32577.220167173593,Orange,California
93184,9890.304446516133,Orange,California
3166,32065.917207961065,Orange,California
3171,46265.242246598806,Orange,California
23129,40544.739816214606,Orange,California
93815,9770.843415700881,Dayton,Ohio
13840,13224.530624952497,Dayton,Ohio
92809,8607.857465190822,Miramar,Florida
12882,8831.36157982249,Miramar,Florida
4116,6821.4635010392985,West Valley City,Utah
93909,9428.692438806389,Olathe,Kansas
3967,8847.546579502856,Olathe,Kansas
13750,11301.748360201169,Hampton,Virginia
13737,17388.33938883511,Hampton,Virginia
13702,7849.246733692927,Hampton,Virginia
94959,18262.266954270686,Warren,Michigan
216,4747.366906640572,Midland,Texas
53952,14018.790574677296,Waco,Texas
13959,7946.171791134536,Waco,Texas
198,13724.581696877023,Charleston,South Carolina
390,19579.511981023086,Charleston,South Carolina
13880,10726.872926159835,Charleston,South Carolina
53909,32231.70038832042,Denton,Texas
3927,35435.6230310282,Denton,Texas
3991,7775.070674896428,Denton,Texas
3970,6028.903847566304,Carrollton,Texas
23111,17084.101496548767,Surprise,Arizona
12816,4707.464482651178,Gainesville,Florida
14990,10047.481310224684,Cedar Rapids,Iowa
93144,5477.643490316106,Visalia,California
14758,5207.415310200875,New Haven,Connecticut
94745,12050.684009066688,Stamford,Connecticut
14745,8379.852109154754,Concord,California
14734,3875.345693381477,Elizabeth,New Jersey
13976,4989.560063558198,Lafayette,Louisiana
13920,7971.916753797893,Topeka,Kansas
13996,9661.246551148874,Topeka,Kansas
23293,4102.790066624068,Santa Clara,California
13873,4760.205076309983,Athens,Georgia
14752,4084.0827294311284,Hartford,Connecticut
23131,5246.268979094093,Victorville,California
13910,11762.162384806998,Abilene,Texas
13962,9986.635397165659,Abilene,Texas
3948,9113.023760738793,Norman,Oklahoma
13919,18968.78933307396,Norman,Oklahoma
93227,10544.564554944536,Vallejo,California
94889,5590.792966299347,Ann Arbor,Michigan
14737,7123.823773539639,Allentown,Pennsylvania
93817,5535.476596623889,Evansville,Indiana
141,6062.864572511016,Independence,Missouri
24174,8040.0753654086275,Provo,Utah
14836,7976.158407534227,Lansing,Michigan
3165,1342.1097101147643,El Monte,California
93822,9093.362083989288,Springfield,Illinois
23202,9767.443772310968,Fairfield,California
14842,10317.825421593005,Peoria,Illinois
14768,6694.744537410127,Rochester,Minnesota
3177,1276.84606792654,Carlsbad,California
4116,1825.0155966072275,West Jordan,Utah
12918,11289.301299493542,Pearland,Texas
12975,9059.439049264882,Pearland,Texas
12882,5224.625172577793,Miami Gardens,Florida
93184,4555.402322281079,Costa Mesa,California
3904,6790.310112283873,College Station,Texas
24242,4877.543135852944,Gresham,Oregon
13723,11195.060916594444,High Point,North Carolina
24033,3253.5206363040484,Billings,Montana
153,17087.209250614644,Richmond,California
93775,18791.431159121334,Richmond,California
13740,10436.307248255693,Richmond,California
3165,106781.8332064215,Ventura,California
23191,100287.14728792419,Ventura,California
23129,98854.22815050505,Ventura,California
23190,74242.86590683198,Ventura,California
93197,68178.68629511727,Ventura,California
23152,79124.73809910701,Ventura,California
93244,103402.58449032521,Ventura,California
93136,106020.38705607556,Ventura,California
23130,67691.46263013307,Ventura,California
53130,75874.15042446417,Ventura,California
93134,83328.57295512936,Ventura,California
93111,11585.50317362796,Ventura,California
53141,108636.79494173509,Ventura,California
23187,89953.65439275878,Ventura,California
23136,22677.766846884322,Ventura,California
3174,82943.72202922679,Ventura,California
23174,74209.33203954386,Ventura,California
3167,80021.53699501949,Ventura,California
93116,91697.32140953168,Ventura,California
93110,18680.92454140806,Ventura,California
92805,2935.395477122821,Pompano Beach,Florida
12885,6966.421538026562,Pompano Beach,Florida
13880,5048.750935406191,North Charleston,South Carolina
24222,18483.67782158887,Everett,Washington
12844,7063.7212303832985,West Palm Beach,Florida
160,1879.9429163185482,Boulder,Colorado
12883,11898.33255986181,Lakeland,Florida
53863,8959.175010534946,Sandy Springs,Georgia
94261,1367.9301486934176,Hillsboro,Oregon
14898,11344.442682279674,Green Bay,Wisconsin
13972,9102.403783770224,Tyler,Texas
13966,7297.38851825439,Wichita Falls,Texas
134,8083.000908495205,Wichita Falls,Texas
23152,3465.7384994926065,Burbank,California
24051,11811.884739982721,Greeley,Colorado
228,21078.501792570216,San Mateo,California
23230,40516.390909059555,San Mateo,California
23244,25706.58717619702,San Mateo,California
23234,27137.22064430323,San Mateo,California
93228,36335.882966082856,San Mateo,California
23293,36374.932652688054,San Mateo,California
93231,17072.06116155844,San Mateo,California
23289,21662.430536244123,San Mateo,California
53143,3455.0009167927724,El Cajon,California
94982,8191.565914700926,Davenport,Iowa
14923,10275.00911007209,Davenport,Iowa
12975,12921.022561504442,League City,Texas
92809,9267.440383883608,Davie,Florida
93041,10723.933149084049,Las Cruces,New Mexico
